id,username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,tokoh,sentiment
,BP™,BangPino_,10/23/2018 18:27,407,823,"Kita butuh figure dan sosok seorang yg berjiwa Nasionalis yang sdh selesai dengan dirinya. Merdeka dalam memberi keputusan, merdeka dalam menentukan sikap bukan dibawah bayang bayang jadi petugas Partai. Jawabnya @ prabowo Presiden 2019 nanti. # 2019GantiPresiden # PrabowoSandi pic.twitter.com/EOVr7aRddm",,@,# #,1.05E+18,https://twitter.com/BangPino_/status/1054695839510093825,prabowo,positive
,#RelawanProSandi Official,RelawanProSandi,10/23/2018 17:56,375,705,Saat Muslim Bangkit dimulai dari # AksiGarutBertauhid 23.10.18 Mari gemakan # BanserBertaubatlah # BubarkanBanser # 4TahunDibohongi Dan kita mau # 2019GantiPresiden # PrabowoSandipic.twitter.com/3Z8HaYEzhd,,,# # # # # #,1.05E+18,https://twitter.com/RelawanProSandi/status/1054687888246337537,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 17:12,61,81,"Bukannya minta maaf malah naikin tagar beginian... Ini gak mau intropeksi diri namanya, SONGONG! Ini sama aja dengan ngundang Aksi muslim Seluruh Indonesia # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/zxLb94gw0Z",,,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054676995156537344,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 14:43,186,212,"Orang ini @ GPAnsor_Satu yang paling bertanggung jawab, dia yang harus minta maaf secara terbuka, dia yang ngajarin dan mendoktrin para anggota Banser itu! Dan merasa gak bersalah dgn kejadian itu! # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/4KiqBBQJps",,@,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054639482530459648,jokowi,negative
,Opposite6890,opposite6890,10/23/2018 14:41,419,706,KOMEN BEBAS.. ! . KOMEN TERBAIK DAPAT HADIAH.. . HADIAH BAN SEREP . # 2019GantiPresiden # bubarkanbanserpic.twitter.com/trcxwksLMD,,,# #,1.05E+18,https://twitter.com/opposite6890/status/1054638981248241664,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 13:41,559,900,"Tum @ GPAnsor_Satu @ savicali @ qitmr ajarin anak buah loe, jgn terlalu pada jumawa, apa loe pade udh hitung kenekatan orang lain? # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/FdE6PChcaW",,@ @ @,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054623820949024768,prabowo,positive
,BP™,BangPino_,10/23/2018 13:37,501,1203,"Met Milad Babe @ haikal_hassan Barokallahu Fii Umrik, Mabruk Alfa Mabruk semoga senantiasa diberikan kesehatan dan keistiqomahan dalam berdakwah... Selalu seneng melihat babe dalam berdakwah... Dakwah Kontemporer yang byk diminati jamaah... # 2019GantiPresiden # PrabowoSandipic.twitter.com/27U4VgJd6S",,@,# #,1.05E+18,https://twitter.com/BangPino_/status/1054622794246369280,prabowo,positive
,PurwaRaja,RajaPurwaBU,10/23/2018 12:47,1053,1542,Catat dan sebarkan! Tolong di Cc-in ke Yaqut dkk! Jgn kebanyakan ngeles kek bajay omprengan! :-) MUI menilai bendera yang dibakar oknum Banser NU berkalimat Tauhid # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/Z7JNwrmiLo,,,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054610206972243968,jokowi,negative
,“ZEPRET”,Neng_Zepret,10/23/2018 12:05,843,1236,"Ma sya Allah ini Tanggapan @ aagym Tentang Pembakaran Bendera Tauhid di Garut “Benar” Hati ini Terluka,Pedih,Amarah, Namun Syukurlah kasusnya sdh ditangani..Semoga # 2019GantiPresiden biar Indonesia # AdilMakmur Aa..pic.twitter.com/3eCN5NQkIj",,@,# #,1.05E+18,https://twitter.com/Neng_Zepret/status/1054599719823990784,jokowi,negative
,“ZEPRET”,Neng_Zepret,10/23/2018 9:42,1012,1780,Cuplikan Video Cak Nun Angkat Bicara Mengenai Pembakaran Bendera Tauhid oleh Oknum Banser..Yaa Allah jk melihat situasi sekarang rasanya pingin buru” # 2019GantiPresiden Semoga # 2019PrabowoSandi jd Pasangan Pemimpin Indonesia agr # AdilMakmur Tentram srt Damaipic.twitter.com/0x8GPOR7fK,,,# # #,1.05E+18,https://twitter.com/Neng_Zepret/status/1054563740916404224,jokowi,negative
,CAK KHUM,CakKhum,10/22/2018 22:47,1230,1688,"Versi Ketua GP Ansor: Melihat Bendera berceceran lalu diselematkan Dari pada bendera tsb jatuh ke tempat tdk semestinya maka bendera itu lebih baik dibakar TVone: Kenapa di bakar, bisa saja kan dilipat lalu di simpan? Eh ujung-ujungnya alasan Bendera HTI # 2019GantiPresiden pic.twitter.com/UH8WMr14Bk",,,#,1.05E+18,https://twitter.com/CakKhum/status/1054398953590910976,jokowi,negative
,💙I C E S💙,ices_tea,10/22/2018 22:26,321,417,"Woiiii @ GPAnsor_Satu lu simak nih video dibawah, Polisi aja gak ngelarang, kalian pikir siapa gerombolan kalian itu, bisa seenaknya aja melakukan sweeping2 di Indonesia? # BubarkanBanser # 2019GantiPresiden pic.twitter.com/6ey7gw8eh6",,@,# #,1.05E+18,https://twitter.com/ices_tea/status/1054393647410507776,jokowi,negative
,jundiNews,newsjundi,10/22/2018 7:17,494,863,"Lautan ummat, Ulama, Kyai dan Habaib dukung Prabowo Sandi di Alun-alun Jogjakarta 20 Okt 2018 Pukul 20.:00 Wib # 2019GantiPresiden # 2019prabowoSandipic.twitter.com/Anem2wnsb3",,,# #,1.05E+18,https://twitter.com/newsjundi/status/1054164686613098496,prabowo,positive
,Michel Adam,MichelaniaAdam,10/24/2018 8:35,132,310,"Selamat bermedsos, Temans Kita promosikan kebaikan2 Pak Prabowo Kita promosikan kebaikan2 Mas Sandi. Kita promosikan partai2 Koalisi Adil Makmur: PAN, PKS, Demokrat, Gerindra Kita promosikan caleg2 PAN, PKS, Demokrat dan Gerindra # 2019GantiPresiden # 2019PrabowoSandi",,,# #,1.05E+18,https://twitter.com/MichelaniaAdam/status/1054909158565105664,prabowo,positive
,PurwaRaja,RajaPurwaBU,10/24/2018 6:13,101,218,SERUAN!!! HABIB RIZIEQ SHIHAB GELAR AKSI BELA TAUHID DI SELURUH INDONESIA # 2019GantiPresiden pic.twitter.com/GJwbxPWLNL,,,#,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054873441449299968,jokowi,negative
,CAK KHUM,CakKhum,10/23/2018 20:37,982,1714,"Selain permintaan maaf seperti saran Gus Solah, kasus ini juga harus di proses hukum, ngomong idiot saja jadi tersangka, jangan tebang pilih, pembakaran bendera tauhid ini sudah melukai hati umat. Jangan cuma cepat ungkap kasus Ratna Sarumpaet, adillah Pak. # 2019GantiPresiden pic.twitter.com/ABgVp6EEF6",,,#,1.05E+18,https://twitter.com/CakKhum/status/1054728525096345606,jokowi,negative
,#RelawanProSandi Official,RelawanProSandi,10/23/2018 20:34,1124,993,Ketemu juga! Ternyata inilah Provokatornya!! Mari kuatkan # AksiBelaKalimatTauhid agar # BanserBertaubatlah jangan jadi # BapakHoaxNasional krn # 4TahunDibohongi Yuks # 2019GantiPresiden # 2019PrabowoSandi Ada yang kenal siapa dia?? # BelaKalimatTauhidpic.twitter.com/wJeaTuY3xh,,,# # # # # # #,1.05E+18,https://twitter.com/RelawanProSandi/status/1054727842460827649,jokowi,negative
,#RanupsPrabowoSandi Akun Official,RanupsProSandi,10/23/2018 19:47,201,374,Gerakan # AksiBelaKalimatTauhid Dimulai # AksiGarutBelaTauhid Diikuti saudara kita # AksiSoloRayaBelaTauhid bergema di Solo 23.10.18 Siapkan diri utk # IndonesiaAdilMakmur # 2019GantiPresiden # 2019PrabowoSandipic.twitter.com/Krb1kUEnxg,,,# # # # # #,1.05E+18,https://twitter.com/RanupsProSandi/status/1054716052628590597,jokowi,negative
,BP™,BangPino_,10/23/2018 18:34,1381,2853,"Selalu ada trigger buat menyatukan Umat Islam, disitulah Allah memberikan Jalan. Saat 1 Bendera Tauhid kalian bakar, maka serentak bendera itu berkibar diberbagai kota di Indonesia. Terima kasih Banser, kalian menyatukan hati kami..!! # 2019GantiPresiden pic.twitter.com/Og0YCtcb4u",,,#,1.05E+18,https://twitter.com/BangPino_/status/1054697473610932225,jokowi,negative
,#RanupsPrabowoSandi Akun Official,RanupsProSandi,10/23/2018 18:30,987,1558,# AksiGarutBelaTauhid # belakalimattauhid 23.10.18 Gelombang massa Muslim tak terbendung! Wahai # BanserBertaubatlah # BubarkanBanser # 4TahunDibohongi Saatnya Muslim bersatu Jadikan NKRI # IndonesiaAdilMakmur # 2019GantiPresiden # 2019PrabowoSandipic.twitter.com/GS3BMU2SzM,,,# # # # # # # #,1.05E+18,https://twitter.com/RanupsProSandi/status/1054696637430255618,jokowi,negative
,BP™,BangPino_,10/23/2018 18:27,407,823,"Kita butuh figure dan sosok seorang yg berjiwa Nasionalis yang sdh selesai dengan dirinya. Merdeka dalam memberi keputusan, merdeka dalam menentukan sikap bukan dibawah bayang bayang jadi petugas Partai. Jawabnya @ prabowo Presiden 2019 nanti. # 2019GantiPresiden # PrabowoSandi pic.twitter.com/EOVr7aRddm",,@,# #,1.05E+18,https://twitter.com/BangPino_/status/1054695839510093825,prabowo,positive
,#RelawanProSandi Official,RelawanProSandi,10/23/2018 17:56,375,705,Saat Muslim Bangkit dimulai dari # AksiGarutBertauhid 23.10.18 Mari gemakan # BanserBertaubatlah # BubarkanBanser # 4TahunDibohongi Dan kita mau # 2019GantiPresiden # PrabowoSandipic.twitter.com/3Z8HaYEzhd,,,# # # # # #,1.05E+18,https://twitter.com/RelawanProSandi/status/1054687888246337537,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 17:12,61,81,"Bukannya minta maaf malah naikin tagar beginian... Ini gak mau intropeksi diri namanya, SONGONG! Ini sama aja dengan ngundang Aksi muslim Seluruh Indonesia # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/zxLb94gw0Z",,,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054676995156537344,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 14:43,186,212,"Orang ini @ GPAnsor_Satu yang paling bertanggung jawab, dia yang harus minta maaf secara terbuka, dia yang ngajarin dan mendoktrin para anggota Banser itu! Dan merasa gak bersalah dgn kejadian itu! # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/4KiqBBQJps",,@,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054639482530459648,jokowi,positive
,Opposite6890,opposite6890,10/23/2018 14:41,419,706,KOMEN BEBAS.. ! . KOMEN TERBAIK DAPAT HADIAH.. . HADIAH BAN SEREP . # 2019GantiPresiden # bubarkanbanserpic.twitter.com/trcxwksLMD,,,# #,1.05E+18,https://twitter.com/opposite6890/status/1054638981248241664,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 13:41,559,900,"Tum @ GPAnsor_Satu @ savicali @ qitmr ajarin anak buah loe, jgn terlalu pada jumawa, apa loe pade udh hitung kenekatan orang lain? # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/FdE6PChcaW",,@ @ @,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054623820949024768,jokowi,negative
,BP™,BangPino_,10/23/2018 13:37,501,1203,"Met Milad Babe @ haikal_hassan Barokallahu Fii Umrik, Mabruk Alfa Mabruk semoga senantiasa diberikan kesehatan dan keistiqomahan dalam berdakwah... Selalu seneng melihat babe dalam berdakwah... Dakwah Kontemporer yang byk diminati jamaah... # 2019GantiPresiden # PrabowoSandipic.twitter.com/27U4VgJd6S",,@,# #,1.05E+18,https://twitter.com/BangPino_/status/1054622794246369280,prabowo,positive
,PurwaRaja,RajaPurwaBU,10/23/2018 12:47,1053,1542,Catat dan sebarkan! Tolong di Cc-in ke Yaqut dkk! Jgn kebanyakan ngeles kek bajay omprengan! :-) MUI menilai bendera yang dibakar oknum Banser NU berkalimat Tauhid # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/Z7JNwrmiLo,,,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054610206972243968,jokowi,negative
,“ZEPRET”,Neng_Zepret,10/23/2018 12:05,843,1236,"Ma sya Allah ini Tanggapan @ aagym Tentang Pembakaran Bendera Tauhid di Garut “Benar” Hati ini Terluka,Pedih,Amarah, Namun Syukurlah kasusnya sdh ditangani..Semoga # 2019GantiPresiden biar Indonesia # AdilMakmur Aa..pic.twitter.com/3eCN5NQkIj",,@,# #,1.05E+18,https://twitter.com/Neng_Zepret/status/1054599719823990784,jokowi,negative
,“ZEPRET”,Neng_Zepret,10/23/2018 9:42,1012,1780,Cuplikan Video Cak Nun Angkat Bicara Mengenai Pembakaran Bendera Tauhid oleh Oknum Banser..Yaa Allah jk melihat situasi sekarang rasanya pingin buru” # 2019GantiPresiden Semoga # 2019PrabowoSandi jd Pasangan Pemimpin Indonesia agr # AdilMakmur Tentram srt Damaipic.twitter.com/0x8GPOR7fK,,,# # #,1.05E+18,https://twitter.com/Neng_Zepret/status/1054563740916404224,jokowi,positive
,CAK KHUM,CakKhum,10/22/2018 22:47,1230,1688,"Versi Ketua GP Ansor: Melihat Bendera berceceran lalu diselematkan Dari pada bendera tsb jatuh ke tempat tdk semestinya maka bendera itu lebih baik dibakar TVone: Kenapa di bakar, bisa saja kan dilipat lalu di simpan? Eh ujung-ujungnya alasan Bendera HTI # 2019GantiPresiden pic.twitter.com/UH8WMr14Bk",,,#,1.05E+18,https://twitter.com/CakKhum/status/1054398953590910976,jokowi,negative
,💙I C E S💙,ices_tea,10/22/2018 22:26,321,417,"Woiiii @ GPAnsor_Satu lu simak nih video dibawah, Polisi aja gak ngelarang, kalian pikir siapa gerombolan kalian itu, bisa seenaknya aja melakukan sweeping2 di Indonesia? # BubarkanBanser # 2019GantiPresiden pic.twitter.com/6ey7gw8eh6",,@,# #,1.05E+18,https://twitter.com/ices_tea/status/1054393647410507776,jokowi,negative
,jundiNews,newsjundi,10/22/2018 7:17,494,863,"Lautan ummat, Ulama, Kyai dan Habaib dukung Prabowo Sandi di Alun-alun Jogjakarta 20 Okt 2018 Pukul 20.:00 Wib # 2019GantiPresiden # 2019prabowoSandipic.twitter.com/Anem2wnsb3",,,# #,1.05E+18,https://twitter.com/newsjundi/status/1054164686613098496,prabowo,positive
,Michel Adam,MichelaniaAdam,10/24/2018 8:35,132,310,"Selamat bermedsos, Temans Kita promosikan kebaikan2 Pak Prabowo Kita promosikan kebaikan2 Mas Sandi. Kita promosikan partai2 Koalisi Adil Makmur: PAN, PKS, Demokrat, Gerindra Kita promosikan caleg2 PAN, PKS, Demokrat dan Gerindra # 2019GantiPresiden # 2019PrabowoSandi",,,# #,1.05E+18,https://twitter.com/MichelaniaAdam/status/1054909158565105664,prabowo,positive
,PurwaRaja,RajaPurwaBU,10/24/2018 6:13,101,218,SERUAN!!! HABIB RIZIEQ SHIHAB GELAR AKSI BELA TAUHID DI SELURUH INDONESIA # 2019GantiPresiden pic.twitter.com/GJwbxPWLNL,,,#,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054873441449299968,jokowi,negative
,CAK KHUM,CakKhum,10/23/2018 20:37,982,1714,"Selain permintaan maaf seperti saran Gus Solah, kasus ini juga harus di proses hukum, ngomong idiot saja jadi tersangka, jangan tebang pilih, pembakaran bendera tauhid ini sudah melukai hati umat. Jangan cuma cepat ungkap kasus Ratna Sarumpaet, adillah Pak. # 2019GantiPresiden pic.twitter.com/ABgVp6EEF6",,,#,1.05E+18,https://twitter.com/CakKhum/status/1054728525096345606,jokowi,negative
,#RelawanProSandi Official,RelawanProSandi,10/23/2018 20:34,1124,993,Ketemu juga! Ternyata inilah Provokatornya!! Mari kuatkan # AksiBelaKalimatTauhid agar # BanserBertaubatlah jangan jadi # BapakHoaxNasional krn # 4TahunDibohongi Yuks # 2019GantiPresiden # 2019PrabowoSandi Ada yang kenal siapa dia?? # BelaKalimatTauhidpic.twitter.com/wJeaTuY3xh,,,# # # # # # #,1.05E+18,https://twitter.com/RelawanProSandi/status/1054727842460827649,jokowi,negative
,#RanupsPrabowoSandi Akun Official,RanupsProSandi,10/23/2018 19:47,201,374,Gerakan # AksiBelaKalimatTauhid Dimulai # AksiGarutBelaTauhid Diikuti saudara kita # AksiSoloRayaBelaTauhid bergema di Solo 23.10.18 Siapkan diri utk # IndonesiaAdilMakmur # 2019GantiPresiden # 2019PrabowoSandipic.twitter.com/Krb1kUEnxg,,,# # # # # #,1.05E+18,https://twitter.com/RanupsProSandi/status/1054716052628590597,prabowo,positive
,BP™,BangPino_,10/23/2018 18:34,1381,2853,"Selalu ada trigger buat menyatukan Umat Islam, disitulah Allah memberikan Jalan. Saat 1 Bendera Tauhid kalian bakar, maka serentak bendera itu berkibar diberbagai kota di Indonesia. Terima kasih Banser, kalian menyatukan hati kami..!! # 2019GantiPresiden pic.twitter.com/Og0YCtcb4u",,,#,1.05E+18,https://twitter.com/BangPino_/status/1054697473610932225,jokowi,negative
,#RanupsPrabowoSandi Akun Official,RanupsProSandi,10/23/2018 18:30,987,1558,# AksiGarutBelaTauhid # belakalimattauhid 23.10.18 Gelombang massa Muslim tak terbendung! Wahai # BanserBertaubatlah # BubarkanBanser # 4TahunDibohongi Saatnya Muslim bersatu Jadikan NKRI # IndonesiaAdilMakmur # 2019GantiPresiden # 2019PrabowoSandipic.twitter.com/GS3BMU2SzM,,,# # # # # # # #,1.05E+18,https://twitter.com/RanupsProSandi/status/1054696637430255618,jokowi,negative
,BP™,BangPino_,10/23/2018 18:27,407,823,"Kita butuh figure dan sosok seorang yg berjiwa Nasionalis yang sdh selesai dengan dirinya. Merdeka dalam memberi keputusan, merdeka dalam menentukan sikap bukan dibawah bayang bayang jadi petugas Partai. Jawabnya @ prabowo Presiden 2019 nanti. # 2019GantiPresiden # PrabowoSandi pic.twitter.com/EOVr7aRddm",,@,# #,1.05E+18,https://twitter.com/BangPino_/status/1054695839510093825,prabowo,positive
,#RelawanProSandi Official,RelawanProSandi,10/23/2018 17:56,375,705,Saat Muslim Bangkit dimulai dari # AksiGarutBertauhid 23.10.18 Mari gemakan # BanserBertaubatlah # BubarkanBanser # 4TahunDibohongi Dan kita mau # 2019GantiPresiden # PrabowoSandipic.twitter.com/3Z8HaYEzhd,,,# # # # # #,1.05E+18,https://twitter.com/RelawanProSandi/status/1054687888246337537,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 17:12,61,81,"Bukannya minta maaf malah naikin tagar beginian... Ini gak mau intropeksi diri namanya, SONGONG! Ini sama aja dengan ngundang Aksi muslim Seluruh Indonesia # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/zxLb94gw0Z",,,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054676995156537344,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 14:43,186,212,"Orang ini @ GPAnsor_Satu yang paling bertanggung jawab, dia yang harus minta maaf secara terbuka, dia yang ngajarin dan mendoktrin para anggota Banser itu! Dan merasa gak bersalah dgn kejadian itu! # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/4KiqBBQJps",,@,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054639482530459648,jokowi,negative
,Opposite6890,opposite6890,10/23/2018 14:41,419,706,KOMEN BEBAS.. ! . KOMEN TERBAIK DAPAT HADIAH.. . HADIAH BAN SEREP . # 2019GantiPresiden # bubarkanbanserpic.twitter.com/trcxwksLMD,,,# #,1.05E+18,https://twitter.com/opposite6890/status/1054638981248241664,jokowi,negative
,PurwaRaja,RajaPurwaBU,10/23/2018 13:41,559,900,"Tum @ GPAnsor_Satu @ savicali @ qitmr ajarin anak buah loe, jgn terlalu pada jumawa, apa loe pade udh hitung kenekatan orang lain? # BanserBertaubatlah # 2019GantiPresiden pic.twitter.com/FdE6PChcaW",,@ @ @,# #,1.05E+18,https://twitter.com/RajaPurwaBU/status/1054623820949024768,jokowi,negative
,BP™,BangPino_,10/23/2018 13:37,501,1203,"Met Milad Babe @ haikal_hassan Barokallahu Fii Umrik, Mabruk Alfa Mabruk semoga senantiasa diberikan kesehatan dan keistiqomahan dalam berdakwah... Selalu seneng melihat babe dalam berdakwah... Dakwah Kontemporer yang byk diminati jamaah... # 2019GantiPresiden # PrabowoSandipic.twitter.com/27U4VgJd6S",,@,# #,1.05E+18,https://twitter.com/BangPino_/status/1054622794246369280,prabowo,positive
